Distance,K-Shell,Betweenness,Closeness,PageRank,Eigenvector,Katz,VoteRank
2,0.14285714285714285,0.21212121212121213,0.25,0.1111111111111111,0.25,0.0,0.6
3,0.25,0.9047619047619048,0.8181818181818182,0.9047619047619048,0.8181818181818182,0.02564102564102564,0.7391304347826086
4,0.25,1.0,0.8181818181818182,1.0,1.0,1.0,0.8181818181818182
5,0.25,1.0,0.8181818181818182,1.0,1.0,1.0,0.8181818181818182
