Distance,K-Shell,Betweenness,Closeness,PageRank,Eigenvector,Katz,VoteRank
2,1.0,0.5,0.1111111111111111,0.05263157894736842,0.17647058823529413,0.0,0.8181818181818182
3,1.0,0.875,0.9354838709677419,0.2765957446808511,0.9354838709677419,0.15384615384615385,0.9354838709677419
4,1.0,1.0,1.0,0.9354838709677419,1.0,0.7647058823529411,1.0
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
