Distance,K-Shell,Betweenness,Closeness,PageRank,Eigenvector,Katz,VoteRank
2,0.42857142857142855,0.2903225806451613,0.02564102564102564,0.0,0.02564102564102564,0.0,0.42857142857142855
3,1.0,0.7391304347826086,0.6,0.3793103448275862,0.9047619047619048,0.0,0.6
4,1.0,1.0,1.0,1.0,1.0,0.05263157894736842,0.9047619047619048
5,1.0,1.0,1.0,1.0,1.0,0.8181818181818182,1.0
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
