Distance,K-Shell,Betweenness,Closeness,PageRank,Eigenvector,Katz,VoteRank
2,1.0,0.7142857142857143,0.3953488372093023,0.36363636363636365,0.5384615384615384,0.01694915254237288,0.8181818181818182
3,1.0,0.875,0.875,0.8181818181818182,1.0,0.6666666666666666,1.0
4,1.0,1.0,0.875,1.0,1.0,0.9354838709677419,0.9354838709677419
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
