Distance,K-Shell,Betweenness,Closeness,PageRank,Eigenvector,Katz,VoteRank
2,0.9047619047619048,0.3793103448275862,0.05263157894736842,0.02564102564102564,0.1111111111111111,0.0,0.7391304347826086
3,1.0,1.0,0.9047619047619048,0.25,0.9047619047619048,0.05263157894736842,1.0
4,1.0,1.0,1.0,0.9047619047619048,1.0,0.7391304347826086,1.0
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
