Distance,K-Shell,Betweenness,Closeness,PageRank,Eigenvector,Katz,VoteRank
2,0.3333333333333333,0.25,0.0,0.0,0.05263157894736842,0.0,0.3333333333333333
3,1.0,0.8181818181818182,0.5384615384615384,0.42857142857142855,0.8181818181818182,0.0,0.42857142857142855
4,1.0,1.0,1.0,1.0,1.0,0.05263157894736842,1.0
5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
