Distance,K-Shell,Betweenness,Closeness,PageRank,Eigenvector,Katz,VoteRank
2,0.42857142857142855,0.3333333333333333,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.0,0.5384615384615384
3,1.0,0.9354838709677419,0.5,0.42857142857142855,0.875,0.0,0.7647058823529411
4,1.0,1.0,1.0,0.9354838709677419,1.0,0.034482758620689655,1.0
5,1.0,1.0,1.0,1.0,1.0,0.875,1.0
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
