Distance,K-Shell,Betweenness,Closeness,PageRank,Eigenvector,Katz,VoteRank
2,1.0,0.5384615384615384,0.5384615384615384,0.25,0.48148148148148145,0.0,0.7391304347826086
3,1.0,0.9047619047619048,0.8181818181818182,0.8181818181818182,1.0,0.6,1.0
4,1.0,0.9047619047619048,0.9047619047619048,1.0,1.0,0.9047619047619048,1.0
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
