Distance,K-Shell,Betweenness,Closeness,PageRank,Eigenvector,Katz,VoteRank
2,1.0,0.5384615384615384,0.42857142857142855,0.17647058823529413,0.42857142857142855,0.0,0.6666666666666666
3,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.8181818181818182
4,1.0,1.0,1.0,0.8181818181818182,1.0,0.8181818181818182,1.0
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
